# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    7.787787788    1.629211132    1.629204774    1.419051747
    7.807807808    1.627904464    1.627898114    1.418374029
    7.827827828    1.626601248    1.626594905    1.417696971
    7.847847848    1.625301473    1.625295138    1.417020579
    7.867867868    1.624005133    1.623998805    1.416344855
    7.887887888    1.622712218    1.622705898    1.415669806
    7.907907908    1.621422719    1.621416407    1.414995434
    7.927927928    1.620136628    1.620130324    1.414321744
    7.947947948    1.618853937    1.618847640    1.413648739
    7.967967968    1.617574636    1.617568347    1.412976425
    7.987987988    1.616298717    1.616292435    1.412304805
    8.008008008    1.615026171    1.615019897    1.411633883
    8.028028028    1.613756990    1.613750723    1.410963663
    8.048048048    1.612491164    1.612484905    1.410294148
    8.068068068    1.611228685    1.611222433    1.409625344
    8.088088088    1.609969544    1.609963300    1.408957252
    8.108108108    1.608713733    1.608707496    1.408289878
    8.128128128    1.607461242    1.607455013    1.407623224
    8.148148148    1.606212063    1.606205841    1.406957296
    8.168168168    1.604966187    1.604959973    1.406292095
    8.188188188    1.603723605    1.603717398    1.405627626
    8.208208208    1.602484308    1.602478108    1.404963892
    8.228228228    1.601248287    1.601242095    1.404300897
    8.248248248    1.600015534    1.600009350    1.403638644
    8.268268268    1.598786040    1.598779863    1.402977137
    8.288288288    1.597559796    1.597553626    1.402316378
    8.308308308    1.596336792    1.596330630    1.401656373
    8.328328328    1.595117021    1.595110866    1.400997122
    8.348348348    1.593900473    1.593894325    1.400338631
    8.368368368    1.592687139    1.592680998    1.399680902
    8.388388388    1.591477010    1.591470877    1.399023938
    8.408408408    1.590270079    1.590263952    1.398367742
    8.428428428    1.589066334    1.589060215    1.397712318
    8.448448448    1.587865769    1.587859657    1.397057669
    8.468468468    1.586668374    1.586662269    1.396403797
    8.488488488    1.585474139    1.585468042    1.395750706
    8.508508509    1.584283057    1.584276967    1.395098399
    8.528528529    1.583095118    1.583089035    1.394446878
    8.548548549    1.581910314    1.581904238    1.393796146
    8.568568569    1.580728635    1.580722566    1.393146207
    8.588588589    1.579550073    1.579544011    1.392497062
    8.608608609    1.578374618    1.578368564    1.391848716
    8.628628629    1.577202263    1.577196215    1.391201170
    8.648648649    1.576032998    1.576026957    1.390554427
    8.668668669    1.574866814    1.574860780    1.389908490
    8.688688689    1.573703702    1.573697676    1.389263361
    8.708708709    1.572543655    1.572537635    1.388619044
    8.728728729    1.571386662    1.571380649    1.387975540
    8.748748749    1.570232715    1.570226710    1.387332853
    8.768768769    1.569081805    1.569075807    1.386690984
    8.788788789    1.567933924    1.567927933    1.386049936
    8.808808809    1.566789062    1.566783078    1.385409712
    8.828828829    1.565647211    1.565641234    1.384770313
    8.848848849    1.564508363    1.564502392    1.384131743
    8.868868869    1.563372507    1.563366544    1.383494004
    8.888888889    1.562239637    1.562233680    1.382857097
    8.908908909    1.561109742    1.561103792    1.382221026
    8.928928929    1.559982814    1.559976872    1.381585792
    8.948948949    1.558858845    1.558852909    1.380951397
    8.968968969    1.557737826    1.557731897    1.380317844
    8.988988989    1.556619747    1.556613825    1.379685135
    9.009009009    1.555504601    1.555498686    1.379053272
    9.029029029    1.554392379    1.554386471    1.378422256
    9.049049049    1.553283072    1.553277170    1.377792091
    9.069069069    1.552176672    1.552170777    1.377162778
    9.089089089    1.551073169    1.551067281    1.376534318
    9.109109109    1.549972555    1.549966674    1.375906715
    9.129129129    1.548874823    1.548868948    1.375279969
    9.149149149    1.547779962    1.547774094    1.374654083
    9.169169169    1.546687965    1.546682104    1.374029058
    9.189189189    1.545598823    1.545592969    1.373404897
    9.209209209    1.544512527    1.544506680    1.372781600
    9.229229229    1.543429070    1.543423229    1.372159171
    9.249249249    1.542348442    1.542342608    1.371537610
    9.269269269    1.541270635    1.541264807    1.370916919
    9.289289289    1.540195641    1.540189820    1.370297101
    9.309309309    1.539123450    1.539117636    1.369678155
    9.329329329    1.538054056    1.538048248    1.369060085
    9.349349349    1.536987449    1.536981648    1.368442892
    9.369369369    1.535923621    1.535917826    1.367826577
    9.389389389    1.534862563    1.534856775    1.367211142
    9.409409409    1.533804268    1.533798486    1.366596588
    9.429429429    1.532748726    1.532742951    1.365982917
    9.449449449    1.531695930    1.531690162    1.365370130
    9.469469469    1.530645871    1.530640110    1.364758229
    9.489489489    1.529598542    1.529592787    1.364147215
    9.509509510    1.528553933    1.528548185    1.363537089
    9.529529530    1.527512037    1.527506295    1.362927853
    9.549549550    1.526472845    1.526467109    1.362319508
    9.569569570    1.525436349    1.525430620    1.361712055
    9.589589590    1.524402541    1.524396818    1.361105496
    9.609609610    1.523371413    1.523365697    1.360499832
    9.629629630    1.522342956    1.522337247    1.359895063
    9.649649650    1.521317163    1.521311460    1.359291192
    9.669669670    1.520294026    1.520288329    1.358688219
    9.689689690    1.519273535    1.519267845    1.358086146
    9.709709710    1.518255685    1.518250001    1.357484973
    9.729729730    1.517240465    1.517234788    1.356884702
    9.749749750    1.516227868    1.516222198    1.356285333
    9.769769770    1.515217887    1.515212223    1.355686868
    9.789789790    1.514210513    1.514204855    1.355089308
    9.809809810    1.513205739    1.513200087    1.354492654
    9.829829830    1.512203556    1.512197910    1.353896906
    9.849849850    1.511203956    1.511198317    1.353302066
    9.869869870    1.510206932    1.510201299    1.352708134
    9.889889890    1.509212476    1.509206849    1.352115112
    9.909909910    1.508220579    1.508214959    1.351523000
    9.929929930    1.507231235    1.507225621    1.350931799
    9.949949950    1.506244435    1.506238827    1.350341510
    9.969969970    1.505260171    1.505254570    1.349752134
    9.989989990    1.504278437    1.504272842    1.349163671
   10.010010010    1.503299223    1.503293634    1.348576123
   10.030030030    1.502322522    1.502316940    1.347989489
